name,artists,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,year,language
在一起嘛好不好,Ronghao Li,39,0.599,0.696,7.0,-6.494,1.0,0.0313,0.233,1.34e-05,0.0453,0.772,155.934,298842.0,2020.0,Mandarin
SWAG午覺,Outlander,37,0.609,0.74,7.0,-3.947,0.0,0.104,0.399,2.53e-05,0.309,0.555,95.923,288101.0,2018.0,Mandarin
走到飛,Kumachan,39,0.624,0.797,8.0,-2.72,0.0,0.0611,0.0092,0.0,0.14,0.196,148.062,276182.0,2017.0,Mandarin
你能看到我,黃旭,38,0.867,0.648,10.0,-6.322,1.0,0.0795,0.222,0.0,0.243,0.6629999999999999,118.012,282712.0,2018.0,Mandarin
如果说,MJ-7,0,0.633,0.72,9.0,-4.728,0.0,0.0434,0.221,0.000459,0.153,0.5489999999999999,151.89700000000005,172109.0,2019.0,Mandarin
一秒钟而已 - 女版,MJ-7,0,0.8,0.555,5.0,-7.42,0.0,0.0374,0.332,1.65e-06,0.115,0.659,89.95299999999997,174750.0,2018.0,Mandarin
不在,MJ-7,0,0.72,0.44,0.0,-9.326,0.0,0.0364,0.21,2e-06,0.106,0.307,89.999,191254.0,2019.0,Mandarin
一生与你擦肩而过,阿悠悠,35,0.708,0.82,7.0,-5.564,0.0,0.0329,0.126,2.3800000000000006e-05,0.282,0.7809999999999999,96.995,239417.0,2019.0,Mandarin
去爱你 - 电视剧《怪你过分美丽》插曲,颜人中,37,0.522,0.484,10.0,-7.557,1.0,0.0312,0.239,0.0,0.165,0.28800000000000003,129.90200000000002,232065.0,2020.0,Mandarin
一别两宽,段弋,14,0.358,0.419,5.0,-9.215,1.0,0.0437,0.569,0.0,0.121,0.292,79.038,187894.0,2020.0,Mandarin
拿走了什麼,A-Lin,52,0.529,0.29,0.0,-10.739,1.0,0.0293,0.745,0.0,0.359,0.28600000000000003,75.014,296573.0,2014.0,Mandarin
不分手的恋爱,Silence Wang,36,0.5710000000000001,0.652,11.0,-9.726,0.0,0.185,0.41,9.62e-06,0.119,0.465,84.92200000000003,205659.0,2010.0,Mandarin
甜了個蜜,麦小兜,22,0.825,0.55,3.0,-7.154,1.0,0.0349,0.397,0.0,0.117,0.537,110.029,235915.0,2018.0,Mandarin
百花香,魏新雨,40,0.7909999999999999,0.677,10.0,-4.912,0.0,0.0285,0.467,2.54e-05,0.206,0.645,104.048,167895.0,2019.0,Mandarin
下落不明,王巨星,39,0.506,0.584,0.0,-7.414,1.0,0.0409,0.251,0.0,0.0888,0.207,139.749,220427.0,2020.0,Mandarin
把回忆拼好给你,韦琴琴,34,0.794,0.38,2.0,-12.274,1.0,0.0508,0.605,1.6899999999999994e-05,0.251,0.522,81.008,206000.0,2020.0,Mandarin
星星失眠,哈利Halleeee,36,0.608,0.324,0.0,-13.198,1.0,0.0426,0.848,3.4899999999999995e-05,0.211,0.363,131.965,252013.0,2020.0,Mandarin
说,Jeryl Lee,0,0.53,0.33,7.0,-11.015999999999998,1.0,0.0345,0.782,0.0,0.0768,0.228,135.878,298207.0,2017.0,Mandarin
Angel Said,Vinida Weng,30,0.799,0.65,6.0,-8.144,0.0,0.0639,0.405,0.0,0.0798,0.419,139.235,228440.0,2018.0,Mandarin
噩梦,Tizzy T,36,0.6659999999999999,0.5660000000000001,1.0,-7.457000000000002,0.0,0.13699999999999998,0.499,6.720000000000001e-05,0.153,0.667,159.939,198357.0,2019.0,Mandarin
花雨落,Ren Ran,38,0.605,0.574,9.0,-9.234,1.0,0.0367,0.742,0.0,0.13699999999999998,0.531,129.964,212737.0,2019.0,Mandarin
Lonely,唐貓 SUGARCAT,40,0.628,0.325,2.0,-9.084,1.0,0.0282,0.399,0.0,0.12,0.414,90.05,182308.0,2019.0,Mandarin
我要,顾三十,42,0.743,0.504,8.0,-7.697,1.0,0.13,0.155,0.0,0.0819,0.642,140.13299999999998,251332.0,2020.0,Mandarin
表白,宋雅萌,1,0.722,0.494,1.0,-6.643,1.0,0.0403,0.644,0.0,0.183,0.457,99.976,276000.0,2020.0,Mandarin
遺失的心跳,Elva Hsiao,29,0.705,0.716,1.0,-4.6789999999999985,1.0,0.0326,0.151,1.22e-05,0.114,0.634,126.061,216960.0,2012.0,Mandarin
我从来没想过过多好,1908公社,3,0.674,0.557,1.0,-6.3870000000000005,1.0,0.0687,0.695,0.0,0.28300000000000003,0.436,135.761,187059.0,2020.0,Mandarin
只是太爱你 - 翻唱,季彦霖,36,0.527,0.5710000000000001,4.0,-7.2429999999999986,1.0,0.0323,0.34700000000000003,0.0,0.193,0.196,143.77100000000004,236667.0,2019.0,Mandarin
与我无关,1908公社,17,0.634,0.546,1.0,-6.081,1.0,0.0387,0.653,0.0,0.21600000000000005,0.384,136.144,187059.0,2020.0,Mandarin
想想念念,皮卡丘多多,41,0.855,0.47,11.0,-7.506,0.0,0.0303,0.469,8.82e-05,0.117,0.601,101.991,200515.0,2020.0,Mandarin
无法原谅,孙露,24,0.72,0.413,4.0,-8.072000000000001,0.0,0.0381,0.635,0.0,0.0944,0.234,119.923,304933.0,2013.0,Mandarin
甘心情愿,小阿枫,20,0.775,0.458,4.0,-6.81,1.0,0.0277,0.8,0.0,0.0877,0.527,132.02700000000002,274546.0,2020.0,Mandarin
往事只能回味,尤雅,0,0.364,0.329,3.0,-8.796,0.0,0.0291,0.7829999999999999,0.0,0.157,0.277,129.759,204600.0,1971.0,Mandarin
Manta,Lexie Liu,31,0.7090000000000001,0.695,11.0,-4.289,0.0,0.0371,0.157,0.0,0.117,0.423,95.973,202061.0,2019.0,Mandarin
別再問我怎麼辦,Sharon Kwan,26,0.67,0.767,2.0,-4.703,0.0,0.0994,0.2,0.0,0.135,0.452,145.124,154736.0,2020.0,Mandarin
還原,Sharon Kwan,31,0.311,0.416,7.0,-6.4670000000000005,1.0,0.034,0.799,0.0,0.181,0.28800000000000003,158.923,222969.0,2020.0,Mandarin
美麗的 我不碰就是了,Sharon Kwan,25,0.596,0.7659999999999999,10.0,-5.4220000000000015,1.0,0.0543,0.0561,0.0,0.6709999999999999,0.586,104.951,182494.0,2020.0,Mandarin
困獸遊戲,Jasmine Sokko,27,0.723,0.524,8.0,-8.017000000000001,1.0,0.0594,0.033,8.24e-06,0.116,0.435,117.976,198107.0,2020.0,Mandarin
美好關係 (feat. HSING黃瑋昕),張伍,17,0.732,0.5539999999999999,6.0,-8.335,1.0,0.0801,0.4320000000000001,0.0,0.101,0.446,110.122,198545.0,2020.0,Mandarin
"Right, Now!",Janice Yan,27,0.552,0.8959999999999999,7.0,-3.177,1.0,0.0477,0.00901,3.43e-06,0.0865,0.7340000000000001,169.96,193059.0,2020.0,Mandarin
路過人間 (電視劇《我們與惡的距離》插曲),Yisa Yu,55,0.615,0.386,3.0,-9.799,1.0,0.0312,0.825,4.46e-06,0.115,0.14800000000000002,129.925,247133.0,2019.0,Mandarin
我还想你,王北车,5,0.604,0.403,0.0,-9.675,1.0,0.0291,0.763,0.0,0.108,0.321,120.148,246099.0,2020.0,Mandarin
离岸,苏晗,31,0.621,0.359,3.0,-10.779000000000002,1.0,0.0274,0.883,0.0,0.115,0.213,135.961,217059.0,2019.0,Mandarin
Berry (Cream D Remix),李佳隆,42,0.526,0.407,9.0,-5.641,1.0,0.0449,0.312,0.0,0.0542,0.405,179.84599999999998,218500.0,2019.0,Mandarin
忘川彼岸,零一九零贰,46,0.621,0.495,0.0,-8.0,1.0,0.0599,0.725,0.0,0.125,0.335,167.952,177088.0,2020.0,Mandarin
像瘋了一樣,戴羽彤,34,0.422,0.435,9.0,-6.976,1.0,0.0333,0.674,0.0,0.141,0.383,179.679,218275.0,2020.0,Mandarin
當妳走了,Vøntrí,21,0.7070000000000001,0.429,11.0,-12.201,1.0,0.108,0.8370000000000001,1.32e-05,0.111,0.401,84.988,192000.0,2020.0,Mandarin
空山新雨后,音阙诗听,41,0.723,0.605,10.0,-5.877999999999999,1.0,0.0391,0.503,8.94e-06,0.099,0.457,94.015,173617.0,2019.0,Mandarin
流星,王俊凱,30,0.57,0.797,1.0,-6.587999999999999,1.0,0.0418,0.0464,0.0,0.0922,0.299,129.882,180923.0,2019.0,Mandarin
就這樣和你在一起,蝴蝶效應(B.E.),15,0.6940000000000001,0.649,8.0,-6.777,1.0,0.16899999999999998,0.522,0.0,0.152,0.349,80.023,205516.0,2018.0,Mandarin
我不是渣男,老男孩杨歌,34,0.523,0.276,6.0,-10.017,1.0,0.0319,0.8590000000000001,0.0,0.0915,0.287,127.748,260335.0,2020.0,Mandarin
開始懂了,Stefanie Sun,54,0.638,0.441,8.0,-6.909,0.0,0.029,0.415,7.879999999999999e-05,0.11,0.15,117.933,271493.0,2000.0,Mandarin
娃娃臉,後弦,30,0.8420000000000001,0.7190000000000001,10.0,-4.3580000000000005,1.0,0.0304,0.272,0.0,0.247,0.539,100.008,212140.0,2012.0,Mandarin
某年某月某天,颜人中,43,0.471,0.329,5.0,-12.112,1.0,0.0326,0.578,1.8e-06,0.101,0.328,155.821,315192.0,2020.0,Mandarin
黑洞,Li 2c,18,0.63,0.8290000000000001,3.0,-7.452000000000001,1.0,0.0712,0.42,0.0,0.298,0.47,134.043,218837.0,2020.0,Mandarin
信仰 - 哭腔版,李韩宇,31,0.569,0.489,1.0,-9.3,0.0,0.036000000000000004,0.56,0.0,0.112,0.277,136.13,245017.0,2020.0,Mandarin
"是愛呀, 哈利 - 網絡劇 ""親愛的九月"" 主題曲",The Freshman,22,0.7120000000000001,0.898,0.0,-6.166,0.0,0.126,0.0276,0.0,0.271,0.758,134.025,210108.0,2017.0,Mandarin
像个孩子,王若熙,10,0.445,0.396,7.0,-6.574,0.0,0.0306,0.439,0.0,0.113,0.313,183.751,240000.0,2020.0,Mandarin
善变,王靖雯不胖,53,0.29100000000000004,0.453,2.0,-8.036,1.0,0.0373,0.552,0.0,0.0726,0.17800000000000002,173.68400000000003,256552.0,2020.0,Mandarin
星空剪影 - 抖音女声版,夏洛依,0,0.612,0.121,11.0,-17.048,1.0,0.0813,0.949,0.0,0.142,0.8029999999999999,123.515,30929.0,2020.0,Mandarin
Flying on Paper,CORSAK,36,0.848,0.7929999999999999,11.0,-4.93,0.0,0.044,0.14400000000000002,4.06e-06,0.306,0.639,122.021,161429.0,2020.0,Mandarin
我走后,卢卢快闭嘴,33,0.638,0.464,7.0,-7.176,1.0,0.0376,0.759,0.0,0.161,0.207,120.163,255318.0,2020.0,Mandarin
期待愛,JJ Lin,34,0.504,0.43,10.0,-8.676,1.0,0.0276,0.6679999999999999,0.0,0.104,0.259,84.82799999999997,231933.0,2008.0,Mandarin
想起了你,沙粒小姐,15,0.693,0.47,3.0,-7.512,0.0,0.0252,0.024,0.000107,0.171,0.257,101.98,213971.0,2020.0,Mandarin
跨不過的距離,虎二,35,0.59,0.394,9.0,-9.341,1.0,0.0293,0.675,0.0,0.0893,0.359,97.942,270612.0,2020.0,Mandarin
晚风吹,李腾一,0,0.65,0.7120000000000001,9.0,-5.5939999999999985,1.0,0.0405,0.154,0.0,0.444,0.212,125.058,233280.0,2019.0,Mandarin
兩個我們,任立佳,14,0.745,0.6829999999999999,10.0,-6.384,0.0,0.0353,0.418,0.0,0.105,0.882,140.02,234836.0,2020.0,Mandarin
飞舞,王冰洋,0,0.546,0.7290000000000001,10.0,-2.028,0.0,0.0336,0.161,0.0,0.0818,0.413,135.975,269813.0,2006.0,Mandarin
弄虛作假,Ada Zhuang,23,0.605,0.521,7.0,-7.0120000000000005,0.0,0.0384,0.483,0.0,0.249,0.278,112.172,249621.0,2016.0,Mandarin
Gamer,ONER,20,0.841,0.8190000000000001,0.0,-5.692,1.0,0.0634,0.364,1.03e-05,0.105,0.507,128.02200000000002,195000.0,2020.0,Mandarin
Never Say Die,谢可寅,19,0.687,0.815,8.0,-5.221,0.0,0.312,0.0507,7.82e-06,0.472,0.843,188.982,190915.0,2019.0,Mandarin
我有多么爱你,刘大壮,37,0.619,0.433,10.0,-7.297999999999999,1.0,0.0258,0.464,0.0,0.293,0.255,99.929,228108.0,2020.0,Mandarin
異地戀人,By2,30,0.654,0.476,5.0,-9.385,1.0,0.05,0.66,0.0,0.128,0.375,134.03,266000.0,2020.0,Mandarin
落日情歌,罗小黑,0,0.7090000000000001,0.568,3.0,-7.309,0.0,0.0589,0.421,0.0,0.0833,0.234,81.99,154387.0,2020.0,Mandarin
隔岸观火,li2c,39,0.655,0.585,4.0,-9.028,1.0,0.0318,0.528,0.0,0.376,0.589,131.998,221836.0,2019.0,Mandarin
雨下整夜,曲肖冰,32,0.613,0.381,0.0,-10.796,1.0,0.0298,0.619,7.89e-06,0.397,0.251,124.057,265344.0,2020.0,Mandarin
只對你有感覺,JJ Lin,35,0.5870000000000001,0.846,0.0,-4.158,1.0,0.0376,0.00911,0.0,0.314,0.649,104.96,264896.0,2010.0,Mandarin
WenYan,福克斯,10,0.758,0.865,9.0,-5.279,0.0,0.175,0.529,0.0,0.118,0.481,115.024,214243.0,2019.0,Mandarin
Over You,Gen Neo,0,0.726,0.649,4.0,-5.549,0.0,0.0502,0.485,0.0,0.0998,0.639,88.021,235568.0,2019.0,Mandarin
22,NINEONE#,31,0.85,0.588,5.0,-6.5139999999999985,1.0,0.0487,0.253,0.0,0.102,0.202,96.985,182955.0,2019.0,Mandarin
#imissyousobad (feat. Yalu),Astro Bunny,34,0.691,0.7120000000000001,6.0,-10.371,0.0,0.0552,0.38,0.0,0.113,0.604,100.109,225947.0,2017.0,Mandarin
誰,Yo Lee,43,0.468,0.26,1.0,-9.757,1.0,0.0386,0.6940000000000001,0.0,0.109,0.214,128.579,251077.0,2018.0,Mandarin
失眠 - Remix,MC 耀宗,35,0.73,0.716,4.0,-7.899,0.0,0.0422,0.677,2.84e-05,0.0673,0.247,100.017,249454.0,2019.0,Mandarin
难题,Li-2c,21,0.545,0.35,10.0,-11.617,1.0,0.0275,0.769,0.0,0.197,0.337,127.937,225938.0,2020.0,Mandarin
忘记你好,Li-2c,13,0.588,0.401,1.0,-10.46,1.0,0.0326,0.617,0.0,0.192,0.476,135.812,248276.0,2019.0,Mandarin
天亮請睜眼 feat. 邱鋒澤 (《終極狼人殺》遊戲主題曲),Nine Chen,30,0.706,0.7490000000000001,2.0,-7.627000000000002,1.0,0.0416,0.111,0.0,0.158,0.911,90.972,192527.0,2019.0,Mandarin
稍安勿躁,Don Chu,19,0.297,0.741,11.0,-6.021,1.0,0.0856,0.499,0.0,0.145,0.22,71.28399999999998,213333.0,2020.0,Mandarin
熬夜成癮,Don Chu,30,0.512,0.589,3.0,-7.465,1.0,0.0314,0.0579,0.0,0.103,0.483,175.917,256137.0,2019.0,Mandarin
海绵宝宝,回音哥,0,0.792,0.544,9.0,-8.987,1.0,0.0316,0.767,0.0,0.304,0.8270000000000001,114.977,208512.0,2013.0,Mandarin
A1 TOP TO THE TOP,頂級玩家A.T.M.,10,0.7340000000000001,0.626,1.0,-4.31,1.0,0.101,0.000665,0.102,0.125,0.583,160.99,180373.0,2018.0,Mandarin
水星記,Guo Ding,56,0.542,0.337,5.0,-12.701,1.0,0.0306,0.648,0.0013800000000000002,0.0635,0.205,134.17,325267.0,2016.0,Mandarin
我的,王俊凱,34,0.7559999999999999,0.782,1.0,-9.063,1.0,0.0296,0.22,0.0,0.0686,0.84,114.006,225127.0,2018.0,Mandarin
他只是经过,三七二十一,31,0.6779999999999999,0.535,0.0,-8.258,1.0,0.0455,0.523,0.00242,0.0798,0.429,183.965,195656.0,2020.0,Mandarin
会不会 - 吉他版,刘大壮,38,0.513,0.193,6.0,-10.951,1.0,0.0399,0.906,1.02e-05,0.12,0.344,116.249,234034.0,2020.0,Mandarin
厚颜无耻 - 铃声版,夏洛依,0,0.464,0.815,5.0,-5.343,1.0,0.0342,0.147,0.0,0.202,0.13699999999999998,161.451,77239.0,2020.0,Mandarin
赤伶,等什么君,48,0.37,0.434,11.0,-7.872999999999998,0.0,0.0305,0.267,0.0,0.254,0.243,130.109,282172.0,2019.0,Mandarin
记念,雷雨心,1,0.623,0.238,5.0,-9.282,1.0,0.0305,0.925,0.0,0.172,0.391,110.553,203095.0,2014.0,Mandarin
天亮以前说再见,曲肖冰,31,0.494,0.456,10.0,-6.888,1.0,0.0387,0.34600000000000003,1.9e-05,0.0798,0.171,79.741,252000.0,2019.0,Mandarin
收敛,不够,39,0.644,0.529,5.0,-8.463,1.0,0.0305,0.463,0.008620000000000001,0.151,0.327,130.003,204079.0,2020.0,Mandarin
选择失忆,季彦霖,39,0.711,0.481,5.0,-8.611,0.0,0.0324,0.536,0.0,0.109,0.27,91.509,279344.0,2018.0,Mandarin
形容,沈以誠,47,0.534,0.535,10.0,-7.521,1.0,0.0318,0.341,0.0,0.103,0.685,165.985,225634.0,2020.0,Mandarin
迷失幻境,In K,51,0.6920000000000001,0.294,9.0,-10.998,1.0,0.0328,0.889,0.000194,0.121,0.63,115.988,156650.0,2020.0,Mandarin
特登,Anson Kong 江𤒹生,41,0.615,0.745,9.0,-5.885,1.0,0.0423,0.429,0.0,0.0805,0.649,94.957,188211.0,2020.0,Mandarin
AIRPLANE (feat. T.I.G) - Prod. Alan from SUGARCAT,婁峻碩,37,0.691,0.608,6.0,-7.751,0.0,0.0378,0.355,0.0,0.0382,0.388,120.034,168000.0,2020.0,Mandarin
恍如昨天,季彦霖,27,0.6,0.4,2.0,-8.23,1.0,0.0266,0.802,0.0,0.109,0.198,137.968,252174.0,2019.0,Mandarin
Fiona (feat. VINZ-T) - Remix,MC 耀宗,23,0.706,0.815,0.0,-5.662000000000001,0.0,0.183,0.624,0.0,0.285,0.416,159.915,246129.0,2019.0,Mandarin
帥哥,李爾新,33,0.8240000000000001,0.585,9.0,-8.11,1.0,0.151,0.256,0.0,0.107,0.35600000000000004,101.041,191985.0,2019.0,Mandarin
I Need A Doctor,NINE PERCENT,36,0.5429999999999999,0.752,6.0,-7.4529999999999985,0.0,0.0971,0.0502,0.0,0.114,0.202,159.94899999999996,205500.0,2018.0,Mandarin
Friend of a Friend,Ak Benjamin,21,0.679,0.573,1.0,-9.839,0.0,0.161,0.205,0.0,0.0975,0.364,82.559,171670.0,2020.0,Mandarin
To My Queen,Tyson Yoshi,42,0.66,0.606,1.0,-6.124,0.0,0.0408,0.434,0.0,0.312,0.359,144.017,136000.0,2019.0,Mandarin
410 (Rated R) [feat. Davisc],政学Zx,12,0.613,0.785,2.0,-4.838,1.0,0.294,0.15,0.0,0.116,0.44,185.922,186552.0,2020.0,Mandarin
算了吧,唐禹哲,30,0.495,0.8640000000000001,2.0,-4.546,1.0,0.0512,0.00722,0.0,0.0963,0.198,170.084,248049.0,2020.0,Mandarin
Messed Up (feat. 邱鋒澤),Boon Hui Lu,46,0.652,0.58,10.0,-5.932,1.0,0.0329,0.309,0.0,0.14800000000000002,0.312,85.007,219529.0,2020.0,Mandarin
不如不见面,夏洛依,0,0.595,0.611,3.0,-12.625,1.0,0.453,0.229,0.0,0.277,0.5870000000000001,188.031,253850.0,2020.0,Mandarin
我还是,LoKk6,43,0.6509999999999999,0.518,4.0,-8.726,1.0,0.0278,0.6809999999999999,0.0,0.0725,0.135,99.961,237739.0,2020.0,Mandarin
你走,李宗錦 (鬆緊先生),36,0.481,0.365,5.0,-13.982,0.0,0.0635,0.8440000000000001,0.000108,0.0921,0.338,179.696,244000.0,2018.0,Mandarin
云与海,阿YueYue,50,0.56,0.518,0.0,-7.471,0.0,0.0292,0.785,0.0,0.0648,0.211,131.89600000000002,258267.0,2020.0,Mandarin
删了吧,丁芙妮,33,0.606,0.41,5.0,-9.848,1.0,0.0414,0.507,0.0,0.343,0.229,130.003,228923.0,2020.0,Mandarin
超喜歡你,沈以誠,33,0.585,0.726,0.0,-5.636,1.0,0.0608,0.611,0.0,0.124,0.8420000000000001,172.106,210836.0,2020.0,Mandarin
日不落 - 温柔抒情版,藤柒吖,25,0.731,0.197,0.0,-11.351,1.0,0.0333,0.7979999999999999,0.0,0.113,0.46,109.972,213916.0,2020.0,Mandarin
不存在,李杰明 W.M.L,36,0.509,0.6559999999999999,3.0,-4.922,1.0,0.0747,0.731,0.0,0.22,0.531,180.053,231333.0,2019.0,Mandarin
你接受嗎,李杰明 W.M.L,44,0.755,0.547,11.0,-9.388,1.0,0.0368,0.621,0.0,0.171,0.31,118.062,203898.0,2020.0,Mandarin
炙愛,李杰明 W.M.L,39,0.7140000000000001,0.835,9.0,-3.382,1.0,0.123,0.0476,0.0,0.14300000000000002,0.336,86.96700000000001,192414.0,2019.0,Mandarin
大天蓬 - 电影《大天蓬》主题曲,李袁杰,42,0.336,0.653,0.0,-5.331,1.0,0.0322,0.345,1.32e-06,0.174,0.14400000000000002,155.97799999999995,230769.0,2020.0,Mandarin
游京,藤竹京,25,0.72,0.65,0.0,-7.876,1.0,0.181,0.815,0.0,0.102,0.758,84.97399999999998,224430.0,2020.0,Mandarin
沉醉的青丝 - 抖音男声版,夏洛依,0,0.406,0.51,11.0,-8.38,1.0,0.0353,0.439,1.01e-05,0.308,0.962,67.70100000000001,45897.0,2020.0,Mandarin
交換餘生,JJ Lin,53,0.49,0.496,2.0,-6.825,1.0,0.0302,0.0473,1.55e-06,0.35100000000000003,0.173,130.219,276339.0,2020.0,Mandarin
囍 - Chinese Wedding,葛东琪,44,0.479,0.61,9.0,-5.966,0.0,0.118,0.139,1.53e-05,0.0635,0.282,170.093,216706.0,2020.0,Mandarin
明天過後,丫蛋蛋,28,0.682,0.573,10.0,-7.419,1.0,0.0274,0.7559999999999999,0.0,0.119,0.541,130.154,200539.0,2019.0,Mandarin
Blame,Harikiri,44,0.8190000000000001,0.561,1.0,-8.476,1.0,0.0686,0.0273,0.0,0.0591,0.475,159.991,183652.0,2020.0,Mandarin
CHANEL,Psy.P,16,0.847,0.605,1.0,-4.987,1.0,0.354,0.343,0.0,0.66,0.152,127.953,158540.0,2020.0,Mandarin
Dior,YOUNG13DBABY,20,0.743,0.589,9.0,-7.058,1.0,0.0556,0.008620000000000001,0.0,0.304,0.212,128.003,230000.0,2020.0,Mandarin
爱情有多甜眼泪有多咸,马建军,0,0.604,0.612,11.0,-6.246,0.0,0.0266,0.245,0.0,0.13699999999999998,0.382,111.973,231324.0,2020.0,Mandarin
执迷不悟 - DJ抖音完整版,KK星,0,0.785,0.768,1.0,-6.456,1.0,0.131,0.604,2.68e-05,0.36,0.925,130.625,193163.0,2020.0,Mandarin
兄弟想你了 - 正式版翻唱,小阿枫,35,0.767,0.765,0.0,-4.9030000000000005,0.0,0.0298,0.0256,1.94e-06,0.341,0.7759999999999999,107.043,252336.0,2020.0,Mandarin
隔岸 - DJ版,夏朵朵,23,0.745,0.992,11.0,-1.251,0.0,0.0515,0.0372,0.0262,0.114,0.948,130.08100000000002,255896.0,2020.0,Mandarin
只想对你说,掌嘴,29,0.471,0.5660000000000001,8.0,-10.837,1.0,0.142,0.7120000000000001,1.09e-05,0.371,0.468,79.682,265718.0,2018.0,Mandarin
丢了你,蒋文远,42,0.609,0.378,3.0,-10.095,1.0,0.0331,0.583,0.0,0.0883,0.309,121.845,247869.0,2020.0,Mandarin
同样,Lambert凌,39,0.77,0.5760000000000001,9.0,-7.187,1.0,0.0347,0.281,0.0,0.117,0.665,119.976,199199.0,2020.0,Mandarin
我想在夏天和你喝一杯可乐,葛雨晴,5,0.731,0.677,1.0,-8.411,1.0,0.0393,0.256,0.0,0.252,0.747,135.988,209890.0,2019.0,Mandarin
隔壁班的猪,苏琛,4,0.7190000000000001,0.585,0.0,-6.634,1.0,0.03,0.417,3.21e-05,0.091,0.5,118.058,211209.0,2019.0,Mandarin
好说好散,苏琛,3,0.441,0.394,2.0,-9.929,1.0,0.0382,0.617,0.0,0.102,0.221,143.66,299569.0,2017.0,Mandarin
以为,苏琛,3,0.628,0.387,10.0,-11.081,1.0,0.0362,0.8290000000000001,0.0,0.0867,0.28800000000000003,125.879,258952.0,2020.0,Mandarin
倒不如说分开,季彦霖,18,0.65,0.54,4.0,-8.576,1.0,0.0333,0.624,0.0,0.0983,0.228,111.959,247709.0,2019.0,Mandarin
最后一首情歌,苏琛,19,0.625,0.445,9.0,-10.048,1.0,0.0325,0.475,0.0,0.123,0.234,142.053,230949.0,2017.0,Mandarin
手心里的人,苏琛,10,0.53,0.562,6.0,-5.691,0.0,0.0293,0.6729999999999999,0.0,0.0681,0.29100000000000004,139.967,317143.0,2020.0,Mandarin
尻一尻睡,FRαNKIE阿法,28,0.758,0.6779999999999999,2.0,-7.4620000000000015,1.0,0.193,0.0475,0.0,0.0589,0.743,100.02,165716.0,2020.0,Mandarin
I Am The Man,NICKTHEREAL,38,0.726,0.654,11.0,-7.282999999999999,1.0,0.205,0.094,5.9e-06,0.112,0.17800000000000002,79.942,159074.0,2018.0,Mandarin
放下,Da Zhuang,25,0.622,0.494,9.0,-7.731,1.0,0.0306,0.508,0.0,0.0852,0.484,125.97,260952.0,2020.0,Mandarin
燈火,TFBOYS,31,0.472,0.485,8.0,-7.516,1.0,0.0269,0.0581,0.0,0.0884,0.304,75.062,242636.0,2020.0,Mandarin
樹洞,Nana Ou-Yang,38,0.333,0.304,0.0,-11.388,1.0,0.0344,0.777,0.0,0.156,0.465,146.609,261892.0,2018.0,Mandarin
和你在一起,TFBOYS,42,0.7709999999999999,0.6579999999999999,1.0,-4.145,1.0,0.0381,0.0219,0.0,0.033,0.898,130.03,203538.0,2020.0,Mandarin
第一次告白,TFBOYS,35,0.742,0.887,9.0,-4.032,0.0,0.0681,0.156,0.0,0.08,0.395,124.984,213599.0,2019.0,Mandarin
还好,卢卢快闭嘴,38,0.55,0.318,8.0,-7.6,1.0,0.0288,0.923,4.92e-06,0.12,0.104,129.85,269875.0,2020.0,Mandarin
春庭雪,等什么君,38,0.474,0.463,6.0,-7.311,0.0,0.0301,0.6679999999999999,0.0,0.123,0.21600000000000005,145.95,240879.0,2020.0,Mandarin
笑纳 - DJ沈念版,花僮,41,0.7979999999999999,0.871,6.0,-3.297,1.0,0.0378,0.0525,0.00195,0.0529,0.7120000000000001,135.026,296144.0,2020.0,Mandarin
你壞我乖,Napa Cabbage,14,0.721,0.7140000000000001,0.0,-6.856,0.0,0.04,0.128,2.1e-06,0.115,0.253,95.055,194605.0,2018.0,Mandarin
認輸 - 電視劇《我好喜歡你》插曲,徐秉龙,22,0.335,0.293,7.0,-12.321,1.0,0.0283,0.335,1.31e-05,0.0932,0.32299999999999995,105.684,252774.0,2020.0,Mandarin
把你抱住,万沁,12,0.6829999999999999,0.412,11.0,-11.399,1.0,0.0556,0.6729999999999999,1.13e-06,0.12,0.33,144.04,250417.0,2019.0,Mandarin
海底,猫三爪,36,0.682,0.132,0.0,-16.305999999999994,0.0,0.0866,0.919,0.0,0.171,0.469,113.415,148000.0,2020.0,Mandarin
你听得懂,曾溢(小五),12,0.792,0.703,1.0,-7.04,0.0,0.0321,0.149,0.0161,0.102,0.5579999999999999,130.03,197470.0,2020.0,Mandarin
三号线 - 吉他版,刘大壮,42,0.579,0.263,1.0,-7.047999999999999,0.0,0.0361,0.924,0.00169,0.324,0.386,111.792,213978.0,2020.0,Mandarin
心願便利貼,元若藍,19,0.626,0.488,0.0,-6.796,1.0,0.0253,0.635,0.0,0.14400000000000002,0.627,95.981,252530.0,2010.0,Mandarin
我还是想问你我还是想证明,夏洛依,0,0.647,0.4320000000000001,6.0,-9.822,0.0,0.028,0.738,0.0,0.282,0.343,100.917,97567.0,2020.0,Mandarin
狗男人,李大奔,31,0.526,0.557,11.0,-6.666,0.0,0.0943,0.205,0.0,0.105,0.185,180.02700000000004,215371.0,2020.0,Mandarin
親親,Fish Leong,44,0.489,0.64,4.0,-5.876,1.0,0.036000000000000004,0.745,0.0,0.0981,0.336,139.75,248640.0,2006.0,Mandarin
